Label,ticker,date,time,headline,close
1,FB,21/09/2021,10:11AM,Facebook defends itself after WSJ releases jarring report,357.480011
1,FB,21/09/2021,10:00AM,4 Stocks I'm Watching This Week as Potential Buys,357.480011
1,FB,21/09/2021,09:33AM,10 Hedge Funds Betting Against Cathie Woods ARK Innovation ETF,357.480011
1,FB,21/09/2021,09:00AM,"Facebook Says It Has Spent $13 Billion on Safety, Security",357.480011
1,FB,21/09/2021,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,357.480011
1,FB,21/09/2021,08:46AM,1 Top Stock to Buy Ahead of the Holidays,357.480011
1,FB,21/09/2021,04:00AM,Google Worker Unrest Rises After Removal of Russia Voting App,357.480011
0,FB,20/09/2021,05:54PM,"Why Apple, Facebook, Amazon, and Other Tech Stocks Dropped Today",355.700012
0,FB,20/09/2021,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,355.700012
0,FB,20/09/2021,04:36PM,"Facebook, Alphabet Poised for Bigger Fines Over Russia Content",355.700012
0,FB,20/09/2021,04:26PM,Top 10 Stocks to Invest in Based on Traci Lerners Chescapmanager LLCs Portfolio,355.700012
0,FB,20/09/2021,04:14PM,15 Best Stocks to Invest in Today According to David Abrams,355.700012
0,FB,20/09/2021,11:56AM,Amazon (AMZN) New Fulfilment Centers in India to Create Jobs,355.700012
0,FB,20/09/2021,09:14AM,Analysts Are Upgrading These 10 Stocks,355.700012
0,FB,20/09/2021,07:50AM,TikTok Parent Forced To Restrict Screen Time For Minors In China: WSJ,355.700012
0,FB,19/09/2021,07:01PM,UK tech boom creating billion-pound company every week,364.720001
0,FB,19/09/2021,11:22AM,Facebook Responds To WSJ Reports On The Impact Of Instagram On The Mental Health Of Teen Girls,364.720001
0,FB,19/09/2021,11:10AM,"WSJ Opinion: Facebook, Instagram and Vulnerable Teens",364.720001
0,FB,18/09/2021,05:50PM,These Are The Best Robinhood Stocks To Buy Or Watch Now,364.720001
0,FB,18/09/2021,04:16PM,"Facebook says WSJ allegations are 'mischaracterizations,' confer 'false motives'",364.720001
0,FB,18/09/2021,04:11PM,"Facebook says WSJ allegations are 'mischaracterizations,' confer 'false motives'",364.720001
0,FB,18/09/2021,01:52PM,"Facebook Rebuffs Journal Reports, Citing Policy Trade-Offs",364.720001
0,FB,18/09/2021,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",364.720001
0,FB,18/09/2021,07:15AM,Facebook exec says stablecoins 'probably' require more regulation,364.720001
0,FB,17/09/2021,10:50PM,"FACEBOOK INVESTIGATION INITIATED by Former Louisiana Attorney General: Kahn Swick & Foti, LLC Investigates the Officers and Directors of Facebook, Inc. - FB",364.720001
0,FB,17/09/2021,03:09PM,Why Facebook Stock Dropped Again Today,364.720001
0,FB,17/09/2021,03:01PM,McBride Sisters Collection Founder on behavior & thinking the wine industry has never seen before,364.720001
0,FB,17/09/2021,01:41PM,Facebook Competitor Surfaces As Cyber Criminal Hub: FT,364.720001
0,FB,17/09/2021,12:55PM,Ireland raises privacy question over Facebook smart glasses,364.720001
0,FB,17/09/2021,12:49PM,Ireland raises privacy question over Facebook smart glasses,364.720001
0,FB,17/09/2021,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",364.720001
0,FB,17/09/2021,10:23AM,AI will exacerbate wealth inequality and help ultra-rich: Ex-Google exec,364.720001
0,FB,17/09/2021,10:07AM,Fox (FOXA) News Digital Claims No.1 Spot in August Viewership,364.720001
0,FB,17/09/2021,10:04AM,Facebook Stock Slips on Report User Comments Undermined Vaccine Effort,364.720001
0,FB,17/09/2021,09:45AM,Powell orders ethics review amid trading scandal,364.720001
0,FB,17/09/2021,09:39AM,"Diem cryptocurrency will be in 'class of its own,'  Facebook executive says",364.720001
0,FB,17/09/2021,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,364.720001
0,FB,17/09/2021,08:00AM,Facebooks Investors Are the Biggest Addicts,364.720001
0,FB,17/09/2021,07:26AM,Instagram head compares social media to cars because although people die they create more value than they destroy,364.720001
0,FB,17/09/2021,07:03AM,"Investors want change, but founders like Mark Zuckerberg hold them off",364.720001
0,FB,17/09/2021,06:41AM,Facebook's Latest Tools Focus On Becoming Next Shopping Destination,364.720001
0,FB,17/09/2021,06:00AM,How payments should be invented for a fully digital world: David Marcus,364.720001
0,FB,17/09/2021,05:30AM,"Russian Opposition Blasts Google, Apple For Pulling Vote App",364.720001
1,FB,16/09/2021,06:45PM,Facebook bans German anti-lockdown accounts under new social harm policy,373.059998
1,FB,16/09/2021,06:05PM,"Social media usage has been linked to mental health issues  heres what TikTok, Facebook and Twitter are doing about it",373.059998
1,FB,16/09/2021,05:45PM,Facebook (FB) Dips More Than Broader Markets: What You Should Know,373.059998
1,FB,16/09/2021,02:55PM,UPDATE 1-Facebook cracks down on German anti-COVID restrictions group over 'social harm',373.059998
1,FB,16/09/2021,02:52PM,Facebook Goes Aggressive Against Collaborative Harmful Activities On Its Platform: Reuters,373.059998
1,FB,16/09/2021,02:06PM,Facebook cracks down on German anti-COVID restrictions group over 'social harm',373.059998
1,FB,16/09/2021,02:00PM,"REFILE-Facebook shuts down network linked to German anti-COVID group, launches rules on 'social harms'",373.059998
1,FB,16/09/2021,01:39PM,Facebook exec on launching digital wallet: 'We plan to earn people's trust',373.059998
1,FB,16/09/2021,01:20PM,Microsoft (MSFT) Board Approves $60B Share Repurchase Program,373.059998
1,FB,16/09/2021,12:19PM,The 10 Most Important Cryptocurrencies Other Than Bitcoin,373.059998
1,FB,16/09/2021,12:04PM,"Facebook rolls out new messaging, business tools for brands",373.059998
1,FB,16/09/2021,12:00PM,"Facebook, Inc. Commits $2 Million Donation to McBride Sisters Collection's SHE CAN Fund",373.059998
1,FB,16/09/2021,12:00PM,"Facebook rolls out new messaging, business tools for brands",373.059998
1,FB,16/09/2021,11:29AM,How Facebook plans to earn peoples trust with its Novi digital wallet,373.059998
1,FB,16/09/2021,10:31AM,"Top 10 Stock Picks of Ryan Fricks Dorsal Capital: Facebook, Snap and More",373.059998
1,FB,16/09/2021,10:28AM,Exclusive-Facebook to target harmful coordination by real accounts using playbook against fake networks,373.059998
1,FB,16/09/2021,09:39AM,"Metaverse raises scary question on surveillance of users, ex-Google exec says",373.059998
1,FB,16/09/2021,08:55AM,WhatsApp update turns app into Yellow Pages,373.059998
1,FB,16/09/2021,08:36AM,Crypto Bull Steve Cohen is Buying These 10 Stocks,373.059998
1,FB,16/09/2021,08:28AM,How Facebook's Powerful Free Cash Flow Could Push Its Stock Higher,373.059998
1,FB,16/09/2021,06:55AM,3 Leading Social Media Stocks to Buy in 2021 and Beyond,373.059998
1,FB,16/09/2021,06:00AM,Metaverse raises scary question on surveillance of users: Kai-Fu Lee,373.059998
1,FB,16/09/2021,06:00AM,Byjus Buys Coding Site Tynker for $200 Million to Grow in U.S.,373.059998
1,FB,16/09/2021,02:13AM,Is Facebook (FB) A Smart Long-Term Buy?,373.059998
1,FB,15/09/2021,07:01PM,"Millions of Brits turn to TikTok, Instagram and Facebook for financial advice",373.920013
1,FB,15/09/2021,06:00PM,This Under-the-Radar Crypto Bank Is Skyrocketing,373.920013
1,FB,15/09/2021,04:48PM,FB Stock Still A Buy? Facebook's Latest Black Eye Provokes Congress,373.920013
1,FB,15/09/2021,04:43PM,25 Largest ETFs by Assets Under Management,373.920013
1,FB,15/09/2021,03:01PM,"Tech Giants Used Loopholes to Duck Merger Reviews, FTC Says",373.920013
1,FB,15/09/2021,02:26PM,Facebooks Risks for Young People Add to Bipartisan Backlash,373.920013
1,FB,15/09/2021,01:51PM,When will Amazon stock skyrocket again?,373.920013
1,FB,15/09/2021,01:40PM,Why Facebook Stock Dropped Today,373.920013
1,AAPL,22/09/2021,06:43AM,"Stop using Chinese smartphones over hidden censorship software, consumers warned",143.429993
1,AAPL,22/09/2021,05:51AM,"iOS 15: Flagship SharePlay feature is on its way, new iPhone update suggests",143.429993
1,AAPL,22/09/2021,05:01AM,Learn to embrace your digital wallethere are 8 benefits to love,143.429993
1,AAPL,21/09/2021,05:48PM,Epic Won a Small Battle With Apple. Which Tech Giant Will Come Under Fire Next?,143.429993
1,AAPL,21/09/2021,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,143.429993
1,AAPL,21/09/2021,05:31PM,Is Apple Inc. (AAPL) A Good Stock To Buy?,143.429993
1,AAPL,21/09/2021,02:53PM,Epic v. Apple could be a legal marathon as appeals wend through system,143.429993
1,AAPL,21/09/2021,02:21PM,The iPhone 13 Has Longer Wait Times Than the iPhone 12. What That Means for Apple Stock.,143.429993
1,AAPL,21/09/2021,02:02PM,"WallStreetBets Stocks, Implied Volatility, Option Volume Create Profit Opportunities",143.429993
1,AAPL,21/09/2021,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,143.429993
1,AAPL,21/09/2021,01:00PM,Facebook Looks to Carve Out Market for Mobile Video-Chat Device,143.429993
1,AAPL,21/09/2021,12:15PM,EU plans to legislate for common phone charger despite Apple grumbles,143.429993
1,AAPL,21/09/2021,12:10PM,"Apples Latest, Hot IPOs, and the Future of AI",143.429993
1,AAPL,21/09/2021,11:43AM,"Apple working on technology to allow iPhone to know when its owner is depressed or anxious, report says",143.429993
1,AAPL,21/09/2021,11:32AM,How Microsoft Is Putting Its Cash to Work,143.429993
1,AAPL,21/09/2021,10:43AM,"3 Top Stocks For The Next Year, According To Gene Munster",143.429993
1,AAPL,21/09/2021,10:42AM,Apple (AAPL) Releases iOS 15: Here's What You Need to Know,143.429993
1,AAPL,21/09/2021,10:27AM,Netflix (NFLX) Wins Big at Emmy Awards 2021 With The Crown,143.429993
1,AAPL,21/09/2021,10:19AM,A Bite Of The Apple: A Look At Why Apple Might Be A Good Trade,143.429993
1,AAPL,21/09/2021,10:02AM,6 Dow Jones Stocks To Buy And Watch In September 2021: Apple Bounces,143.429993
1,AAPL,21/09/2021,10:01AM,Add These 4 GARP Stocks to Your Portfolio for Maximum Returns,143.429993
1,AAPL,21/09/2021,09:55AM,4 Top Stocks to Buy Amid the Evergrande Crisis-led Market Dip,143.429993
1,AAPL,21/09/2021,09:27AM,"If You'd Invested $1,000 in Twilio in 2016, This Is How Much You Would Have Today",143.429993
1,AAPL,21/09/2021,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,143.429993
1,AAPL,21/09/2021,08:35AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",143.429993
1,AAPL,21/09/2021,07:53AM,"The Zacks Analyst Blog Highlights: Apple, Thermo Fisher, Royal Dutch Shell, Microsoft and Estee Lauder",143.429993
1,AAPL,21/09/2021,07:52AM,"The Zacks Analyst Blog Highlights: Goldman Sachs, Deere, Apple, Qualcomm and Nike",143.429993
1,AAPL,21/09/2021,04:21AM,"Premarket Movers Tuesday: Uber, Johnson & Johnson, Apple",143.429993
1,AAPL,21/09/2021,04:00AM,Google Worker Unrest Rises After Removal of Russia Voting App,143.429993
1,AAPL,21/09/2021,03:58AM,"Uber, Apple, ConocoPhillips Rise Premarket; Lennar Falls",143.429993
0,AAPL,20/09/2021,05:54PM,"Why Apple, Facebook, Amazon, and Other Tech Stocks Dropped Today",142.940002
0,AAPL,20/09/2021,05:49PM,Big Tech Stocks Tumbled in the Market Swoon,142.940002
0,AAPL,20/09/2021,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",142.940002
0,AAPL,20/09/2021,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,142.940002
0,AAPL,20/09/2021,04:36PM,"Facebook, Alphabet Poised for Bigger Fines Over Russia Content",142.940002
0,AAPL,20/09/2021,03:44PM,"Top Analyst Reports for Apple, Thermo Fisher & Royal Dutch Shell",142.940002
0,AAPL,20/09/2021,02:53PM,Here's Why Apple's iPhone 13 Should Be a Resounding Success,142.940002
0,AAPL,20/09/2021,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",142.940002
0,AAPL,20/09/2021,01:30PM,"Here's the biggest risk from the Evergrande crisis, says Goldman Sachs",142.940002
0,AAPL,20/09/2021,01:21PM,"The Crown, Ted Lasso Lead Emmys in Streamings Big Night",142.940002
0,AAPL,20/09/2021,01:06PM,iOS 15: Top 10 Tips for Apples New iPhone Software Update,142.940002
0,AAPL,20/09/2021,12:24PM,"Apple iPhone 13 Setup Looks Worse Than iPhone 12, Says Analyst",142.940002
0,AAPL,20/09/2021,10:26AM,"Sears closes final store, Netflix wins big at Emmy Awards",142.940002
0,AAPL,20/09/2021,10:26AM,Evaluating Apple (AAPL) After Epic Antitrust Decision,142.940002
0,AAPL,20/09/2021,10:22AM,Apple's (AAPL) Comedy Series Ted Lasso Wins Seven Emmy Awards,142.940002
0,AAPL,20/09/2021,10:10AM,Apple's Epic Loss Could Be A Game Changer For Spotify,142.940002
0,AAPL,20/09/2021,09:54AM,"Dow Jones Plunges 550 Points On China Property Fears; AMD, Apple, Nvidia, Tesla Sell Off",142.940002
0,AAPL,20/09/2021,09:24AM,3 Stocks That Could Double Your Money,142.940002
0,AAPL,20/09/2021,09:14AM,Analysts Are Upgrading These 10 Stocks,142.940002
0,AAPL,20/09/2021,09:08AM,10 Trending Technology Stocks on Reddit,142.940002
0,AAPL,20/09/2021,08:23AM,2 Bargain Stocks to Buy and Hold for the Next 5 Years,142.940002
0,AAPL,20/09/2021,08:17AM,Dow Jones Futures Dive On China Default Fears With Stock Market Rally At Turning Point; What To Do Now,142.940002
0,AAPL,20/09/2021,08:00AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",142.940002
0,AAPL,20/09/2021,06:35AM,September's Weakness Provides Good Entry Point: Top 6 Picks,142.940002
0,AAPL,20/09/2021,06:06AM,85% of Warren Buffett's Portfolio Is in These 3 Sectors,142.940002
0,AAPL,20/09/2021,01:38AM,"Apples global hit comedy series ""Ted Lasso"" scores history-making win for Outstanding Comedy Series at the 2021 Primetime Emmy Awards",142.940002
0,AAPL,20/09/2021,12:54AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",142.940002
0,AAPL,20/09/2021,12:46AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",142.940002
1,AAPL,19/09/2021,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,146.059998
1,AAPL,19/09/2021,12:39PM,"Apple's iOS 15 Update Releases On Monday, But You May Not Want To Install it Right Away",146.059998
1,AAPL,19/09/2021,12:17PM,Youth involved in the stock market are 'here to stay': Teen investor,146.059998
1,AAPL,19/09/2021,09:21AM,Apple and the Innovator's Dilemma,146.059998
1,AAPL,19/09/2021,07:44AM,Adding $500 to These Top Stocks Would Be a Brilliant Move,146.059998
1,AAPL,19/09/2021,06:32AM,This Exciting IPO Stock Has a $240 Billion Market Opportunity,146.059998
1,AAPL,18/09/2021,04:58PM,"UPDATE 1-Navalny allies accuse YouTube, Telegram of censorship in Russian election",146.059998
1,AAPL,18/09/2021,02:35PM,Parus Files Second Patent Infringement Lawsuit Against Apple,146.059998
1,AAPL,18/09/2021,09:43AM,"Emmy Awards: It's 'Queen's Gambit' vs 'Mare', 'WandaVision' in streaming showdown",146.059998
1,AAPL,18/09/2021,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",146.059998
1,AAPL,17/09/2021,08:07PM,A Goldman ETF Targets a Sector Ruled by ARK,146.059998
1,AAPL,17/09/2021,06:00PM,7 timely Warren Buffett quotes to help guide you in this risky market,146.059998
1,AAPL,17/09/2021,05:59PM,Why Apple Stock Slipped Today,146.059998
1,AAPL,17/09/2021,03:02PM,"Dow Jones Dips As White House Raises Recession Fears; Elon Musk Praises China Rivals, Tesla Slips; Apple Falls",146.059998
1,AAPL,17/09/2021,02:24PM,Verizon sweetens subsidies on iPhones to match competition,146.059998
1,AAPL,17/09/2021,01:54PM,These Apple Card holders are getting error messages while trying to pre-order their new iPhones,146.059998
1,AAPL,17/09/2021,01:33PM,UPDATE 1-Apple's Cook says he will talk with U.S. official on immigration,146.059998
1,AAPL,17/09/2021,01:26PM,Apple's Cook says he will talk with U.S. official on immigration,146.059998
1,AAPL,17/09/2021,01:06PM,The iPhone 13 Didnt Surprise Anyone. Apples Stock Still Might.,146.059998
1,AAPL,17/09/2021,12:55PM,"Apple, Google Pull Russia Protest-Voting App, Drawing Ire",146.059998
1,AAPL,17/09/2021,12:23PM,"Dow Jones Drops As Apple, Microsoft Weigh; Stock Market Hit Hard Despite Growth Stock Winners",146.059998
1,AAPL,17/09/2021,11:56AM,Apple (AAPL) Rumored to Start Apple Pay Service in Chile,146.059998
1,AAPL,17/09/2021,11:54AM,Dow Jones Slides As Apple Sells Off; 4 Top Growth Stocks To Buy And Watch,146.059998
1,AAPL,17/09/2021,11:20AM,Apple Store goes down ahead of release of iPhone 13,146.059998
1,AAPL,17/09/2021,10:54AM,Apple Watch series 7: When can you pre-order the new wearable in the UK?,146.059998
1,AAPL,17/09/2021,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",146.059998
1,AAPL,17/09/2021,10:03AM,10 Stocks That Raised Their Dividend in 2021,146.059998
1,AAPL,17/09/2021,09:52AM,iPhone 13: Apple Store comes back online and opens pre-order for new phone  after slight delay,146.059998
1,AAPL,17/09/2021,09:45AM,Powell orders ethics review amid trading scandal,146.059998
1,AAPL,17/09/2021,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,146.059998
1,AAPL,17/09/2021,08:21AM,5 of the Best Efficient Stocks to Add to Your Portfolio,146.059998
1,AAPL,17/09/2021,05:52AM,3 Top Warren Buffett Stocks to Buy and Hold,146.059998
1,AAPL,17/09/2021,05:30AM,"Russian Opposition Blasts Google, Apple For Pulling Vote App",146.059998
1,AAPL,17/09/2021,05:15AM,UPDATE 2-Putin's foes accuse Google and Apple of caving to Kremlin pressure,146.059998
1,AAPL,17/09/2021,02:08AM,"Google, Apple remove Navalny app from stores as Russian elections begin",146.059998
1,AAPL,17/09/2021,02:03AM,"Google, Apple remove Navalny app from stores as Russian elections begin",146.059998
1,AAPL,16/09/2021,05:51PM,"Stock Market Rally Rebounds Amid Crocs, Microsoft News, Apple iPhone 13 Unveiled: Weekly Review",148.789993
1,AAPL,16/09/2021,05:05PM,Which iPhone 13 should you buy?,148.789993
1,AAPL,16/09/2021,04:16PM,Dow Jones Dips As Growth Stocks Surge; Fed Chair Powell Orders Ethics Review; 3 Stocks Pass Buy Points,148.789993
1,AAPL,16/09/2021,02:48PM,iPhone 13 Is Already Recording Early Strong Sales In China,148.789993
1,AAPL,16/09/2021,02:06PM,Altcoins Like Bitcoin Cash and Litecoin Were Thrust Into the Limelight by AMC Today,148.789993
1,AAPL,16/09/2021,01:20PM,Microsoft (MSFT) Board Approves $60B Share Repurchase Program,148.789993
0,AMZN,22/09/2021,08:22AM,3 Top Cloud Computing Stocks to Buy Right Now,167.181503
0,AMZN,22/09/2021,07:23AM,"Affirm: Buy Now, Get Paid Later?",167.181503
0,AMZN,22/09/2021,06:32AM,"Banza, Beyond Meat team up as plant-based meat makes its way to pizza",167.181503
0,AMZN,22/09/2021,06:00AM,September Sell-Off: Best Stocks to Buy Now,167.181503
0,AMZN,22/09/2021,05:51AM,"Got $25,000? These 5 Stocks Can Double Your Money in 5 Years",167.181503
0,AMZN,21/09/2021,06:56PM,Why Matterport Surged 9% Higher Today,167.181503
0,AMZN,21/09/2021,05:57PM,Why Helbiz Stock Delivered Scorching Gains to Investors Today,167.181503
0,AMZN,21/09/2021,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,167.181503
0,AMZN,21/09/2021,05:19PM,"John, Jenny Paulson to Divorce in Latest Billionaire Split",167.181503
0,AMZN,21/09/2021,04:58PM,Why Disney Stock Dropped Today,167.181503
0,AMZN,21/09/2021,04:48PM,"Minimum wage, but better: These 5 retailers pay the highest hourly rates",167.181503
0,AMZN,21/09/2021,04:39PM,"FedEx Earnings Miss, Guidance Cut Amid Labor, Supply Chain Woes",167.181503
0,AMZN,21/09/2021,03:59PM,Cathie Wood holds these stocks for triple-digit upside  and they're on sale,167.181503
0,AMZN,21/09/2021,02:56PM,"Amazon, Chobani and other employers vow to hire Afghan refugees in the U.S.",167.181503
0,AMZN,21/09/2021,02:29PM,September Sell-Off: These 3 Growth Stocks Just Went on Sale,167.181503
0,AMZN,21/09/2021,02:24PM,Amazon.com (AMZN) vs. Tesla and Other Large-Cap Stocks: Hedge Funds Favorite Stock?,167.181503
0,AMZN,21/09/2021,02:14PM,Why Amazon is lobbying the US government to legalize weed,167.181503
0,AMZN,21/09/2021,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,167.181503
0,AMZN,21/09/2021,01:00PM,Facebook Looks to Carve Out Market for Mobile Video-Chat Device,167.181503
0,AMZN,21/09/2021,12:57PM,10 Best Diversified Stocks to Invest In,167.181503
0,AMZN,21/09/2021,12:13PM,Bolsonaro Seeks to Improve Brazils Battered Image at UN,167.181503
0,AMZN,21/09/2021,12:10PM,"Apples Latest, Hot IPOs, and the Future of AI",167.181503
0,AMZN,21/09/2021,11:40AM,What's Going On With Helbiz And Amazon Today?,167.181503
0,AMZN,21/09/2021,11:00AM,Good News for Amazon: Ad Prices Are Jumping,167.181503
0,AMZN,21/09/2021,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,167.181503
0,AMZN,21/09/2021,10:27AM,Amazon (AMZN) Begins Operations at North Dakota Facility,167.181503
0,AMZN,21/09/2021,10:24AM,"Amazon Introduces Kindle Paperwhite Kids, Providing Distraction-Free Reading Time for Kids to Explore Thousands of New and Classic Titles",167.181503
0,AMZN,21/09/2021,10:12AM,Amazon Unveils the Next Generation Kindle Paperwhite and New Kindle Paperwhite Signature Edition,167.181503
0,AMZN,21/09/2021,10:00AM,Why Amazon Isn't About to Buy Kohl's,167.181503
0,AMZN,21/09/2021,09:49AM,Helbiz Shares Surge Over 150%: Here's Why,167.181503
0,AMZN,21/09/2021,09:00AM,Amazon Unveils the Next Generation Kindle Paperwhite and New Kindle Paperwhite Signature Edition,167.181503
0,AMZN,21/09/2021,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,167.181503
0,AMZN,21/09/2021,08:45AM,3 Top Artificial Intelligence Stocks to Buy in September,167.181503
0,AMZN,21/09/2021,08:35AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",167.181503
0,AMZN,21/09/2021,08:03AM,2 Top Warren Buffett Stocks to Buy Right Now,167.181503
0,AMZN,21/09/2021,07:55AM,2 Top Software-as-a-Service Stocks to Buy for the Long Haul,167.181503
0,AMZN,21/09/2021,07:05AM,5 Reasons GameStop Could Prove the Doubters Wrong,167.181503
0,AMZN,21/09/2021,06:50AM,Is Alibaba Stock a Buy?,167.181503
0,AMZN,21/09/2021,06:06AM,3 Stocks That Have Made Investors Money in 18 of the Past 20 Years,167.181503
0,AMZN,21/09/2021,06:01AM,Dogecoin Is Down Big -- Try This Growth Stock Instead,167.181503
0,AMZN,21/09/2021,06:00AM,Amazon and Lendistry Launch Amazon Community Lending Pilot Program to Fuel Growth for Small and Medium-sized Businesses,167.181503
0,AMZN,21/09/2021,05:30AM,Boris Johnson challenges Jeff Bezos on Amazon tax at New York meeting,167.181503
0,AMZN,21/09/2021,01:48AM,UPDATE 1-UK's Johnson discussed taxation with Amazon's Bezos,167.181503
0,AMZN,21/09/2021,01:46AM,UK's Johnson discussed taxation with Amazon's Bezos,167.181503
0,AMZN,21/09/2021,01:37AM,UK's Johnson discussed taxation with Amazon's Bezos,167.181503
0,AMZN,20/09/2021,11:34PM,Jeff Bezos pledges $1 billion toward preserving 30% of Earths land and sea,167.786499
0,AMZN,20/09/2021,08:44PM,"CORRECTED-Jeff Bezos pledges $1 bln to biodiversity, conservation efforts",167.786499
0,AMZN,20/09/2021,05:54PM,"Why Apple, Facebook, Amazon, and Other Tech Stocks Dropped Today",167.786499
0,AMZN,20/09/2021,05:49PM,Big Tech Stocks Tumbled in the Market Swoon,167.786499
0,AMZN,20/09/2021,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",167.786499
0,AMZN,20/09/2021,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,167.786499
0,AMZN,20/09/2021,04:26PM,Top 10 Stocks to Invest in Based on Traci Lerners Chescapmanager LLCs Portfolio,167.786499
0,AMZN,20/09/2021,02:00PM,Amazon Opens First Fulfillment Center in North Dakota,167.786499
0,AMZN,20/09/2021,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",167.786499
0,AMZN,20/09/2021,11:56AM,Amazon (AMZN) New Fulfilment Centers in India to Create Jobs,167.786499
0,AMZN,20/09/2021,11:19AM,Amazon Grows Climate Coalition Ahead of U.N. General Assembly,167.786499
0,AMZN,20/09/2021,10:36AM,"California Bill Aims to Tighten Work Rules at Amazon, Retailers",167.786499
